resturl,title,latitude,longitude,rating,reviewCount,categories,photos,URL,neighborhood,menu,reservable,yelpDelivery,slides,sponsor,claim,eliteReviews,transit,hours,attire,creditCards,parking,price,groups,kids,reservations,deal,delivery,takeout,service,outdoorSeating,wifi,meals,bestNights,happyHour,alcohol,smoking,coatCheck,noise,goodForDancing,ambience,tv,caters,wheelchairAccessible
http://www.yelp.com/biz/pylos-new-york,Pylos,40.7260964,-73.9841525,4.5,596,Greek,Has photos,pylosrestaurant.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,"2 Ave. (F)
1 Ave. (L)
Astor Pl (4, 6, 6X)","Mon-Thu, Sun 5 pm - 12 am
Wed-Sun 11:30 am - 4 pm
Fri-Sat 5 pm - 1 am",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,Yes,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Romantic,No,No,Yes
http://www.yelp.com/biz/apiary-new-york,Apiary,40.731157,-73.988902,4.0,441,"American (New), Italian",Has photos,apiarynyc.com,['East Village'],Has menu,Reservable,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
3 Ave. (L)
8 St. - Nyu (N, R)","Mon-Thu, Sun 5:30 pm - 10 pm
Fri-Sat 5:30 pm - 11 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Full Bar,None,None,Average,None,Classy,No,No,Yes
http://www.yelp.com/biz/malai-marke-new-york,Malai Marke,40.726934,-73.98758,4.0,149,Indian,Has photos,malaimarke.com,['East Village'],Has menu,Reservable,Delivery system,None,None,None,Has Elites,"2 Ave. (F)
Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)",None,Casual,Yes,Street,$$,Yes,Yes,Yes,Has deal,Yes,Yes,Yes,No,No,"Lunch, Dinner",None,None,Beer & Wine Only,None,None,Average,None,Casual,No,Yes,None
http://www.yelp.com/biz/26-seats-new-york,26 Seats,40.7272346,-73.9798035,4.0,153,French,Has photos,26seatsbistro.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,1 Ave. (L),"Tue-Wed 4:30 pm - 11 pm
Thu-Sun 4:30 pm - 12 am",Casual,Yes,Street,$$,No,No,Yes,None,No,Yes,Yes,Yes,No,Dinner,None,None,Beer & Wine Only,None,None,Quiet,None,"Intimate, Romantic",No,No,No
http://www.yelp.com/biz/supper-restaurant-new-york,Supper Restaurant,40.7229268,-73.9851978,4.0,595,Italian,Has photos,supperrestaurant.com,"['East Village', 'Alphabet City']",Has menu,Reservable,Delivery system,None,None,None,Has Elites,"2 Ave. (F)
Delancey St. (F)
Essex St. (J, M, Z)","Mon-Fri 5 pm - 12 am
Sat-Sun 11 am - 12 am",Casual,No,Street,$$,Yes,No,No,Has deal,Yes,Yes,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,"Casual, Intimate, Romantic",No,No,No
http://www.yelp.com/biz/yerba-buena-new-york,Yerba Buena,40.722951,-73.986078,4.0,461,Latin American,Has photos,yerbabuenanyc.com,"['East Village', 'Alphabet City']",Has menu,Reservable,None,None,None,None,Has Elites,"2 Ave. (F)
Delancey St. (F)
Essex St. (J, M, Z)","Mon 9 am - 5 pm
Mon-Thu 5 pm - 11 pm
Fri 5 pm - 1 am
Sat 12 pm - 1 am
Sun 12 pm - 10 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,Yes,Yes,No,Free,Dinner,None,None,Full Bar,None,None,Average,None,"Trendy, Intimate, Romantic",No,Yes,Yes
http://www.yelp.com/biz/giano-restaurant-new-york,Giano Restaurant,40.7262256597,-73.9840574049,4.0,229,Italian,Has photos,gianonyc.com,"['East Village', 'Alphabet City']",Has menu,Reservable,Delivery system,None,None,None,Has Elites,"1 Ave. (L)
2 Ave. (F)
Astor Pl (4, 6, 6X)","Tue-Thu, Sun 5:30 pm - 11 pm
Fri-Sat 5:30 pm - 11:30 pm",Casual,Yes,Street,$$,Yes,No,Yes,Has deal,Yes,Yes,Yes,Yes,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Romantic,No,Yes,Yes
http://www.yelp.com/biz/momofuku-ssam-bar-new-york-3,Momofuku Ssam Bar,40.73169,-73.985846,4.0,1519,"Korean, American (New)",Has photos,momofuku.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"3 Ave. (L)
1 Ave. (L)
Astor Pl (4, 6, 6X)","Mon-Sun 11:30 am - 3:30 pm
Mon-Thu, Sun 5 pm - 12 am
Fri-Sat 5 pm - 1 am",Casual,Yes,Street,$$$,Yes,No,No,None,No,Yes,Yes,No,No,Dinner,None,None,Full Bar,None,None,Average,None,Trendy,No,No,Yes
http://www.yelp.com/biz/maharlika-new-york,Maharlika,40.726948,-73.98612,4.0,539,Filipino,Has photos,maharlikanyc.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"2 Ave. (F)
Astor Pl (4, 6, 6X)
1 Ave. (L)","Mon-Sun 11 am - 3:30 pm
Mon-Thu 5 pm - 10:30 pm
Fri 5 pm - 11:30 pm
Sat 6 pm - 11:30 pm
Sun 6 pm - 9:30 pm",Casual,Yes,Street,$$,Yes,No,Yes,None,No,Yes,Yes,No,No,Dinner,None,None,Full Bar,None,None,Average,None,"Casual, Trendy",No,Yes,Yes
http://www.yelp.com/biz/caracas-arepa-bar-new-york,Caracas Arepa Bar,40.7268974154,-73.9851786679,4.0,1832,Venezuelan,Has photos,caracasarepabar.com,['East Village'],Has menu,None,None,Has slides,Sponsors,None,Has Elites,"1 Ave. (L)
2 Ave. (F)
Astor Pl (4, 6, 6X)",Mon-Sun 12 pm - 11 pm,Casual,Yes,Street,$$,No,No,No,None,No,Yes,Yes,No,No,"Lunch, Dinner",None,None,Beer & Wine Only,None,None,Average,None,Casual,No,Yes,No
http://www.yelp.com/biz/degustation-new-york,Degustation,40.7269692,-73.9892732,4.0,402,"French, American (New), Spanish",Has photos,degustation-nyc.com,['East Village'],Has menu,Reservable,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
2 Ave. (F)
8 St. - Nyu (N, R)","Mon-Sat 6 pm - 11:30 pm
Sun 6 pm - 10 pm",Dressy,Yes,Street,$$$,No,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Trendy, Intimate, Romantic, Classy",No,No,No
http://www.yelp.com/biz/taverna-kyclades-east-village-new-york,Taverna Kyclades East Village,40.7310822,-73.9826983,4.5,52,"Greek, Seafood",Has photos,tavernakyclades.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",None,Casual,Yes,Street,$$,Yes,Yes,No,None,No,Yes,Yes,No,No,Dinner,None,None,Full Bar,None,None,Loud,None,Casual,No,No,Yes
http://www.yelp.com/biz/paprika-new-york,Paprika,40.7270353,-73.9842018,4.0,628,Italian,Has photos,None,"['East Village', 'Alphabet City']",Has menu,Reservable,None,None,None,None,Has Elites,"1 Ave. (L)
2 Ave. (F)
3 Ave. (L)","Mon-Thu 5 pm - 11 pm
Fri 5 pm - 11:30 pm
Sat 12 pm - 11:30 pm
Sun 12 pm - 11 pm",Casual,Yes,Street,$$,Yes,No,Yes,None,Yes,Yes,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Casual, Romantic",No,No,Yes
http://www.yelp.com/biz/momofuku-ko-new-york,Momofuku Ko,40.729006,-73.984673,4.0,629,"American (New), Asian Fusion, Korean",Has photos,momofuku.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",None,Casual,Yes,Street,$$$$,No,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Trendy,No,No,Yes
http://www.yelp.com/biz/edi-and-the-wolf-new-york,Edi & the Wolf,40.723841,-73.978698,4.0,203,German,Has photos,ediandthewolf.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,None,"Mon-Fri 5 pm - 1 am
Sat 11 am - 1 am
Sun 11 am - 12 am",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,Yes,Yes,Yes,Free,Dinner,None,None,Full Bar,None,None,Average,None,"Trendy, Intimate, Romantic",No,Yes,Yes
http://www.yelp.com/biz/cafe-mogador-new-york,Cafe Mogador,40.7272587674,-73.9845085144,4.0,981,Moroccan,Has photos,cafemogador.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
2 Ave. (F)
Astor Pl (4, 6, 6X)","Mon-Thu, Sun 9 am - 1 am
Fri-Sat 9 am - 2 am",Casual,Yes,Street,$$,Yes,No,Yes,None,No,Yes,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,Casual,No,No,No
http://www.yelp.com/biz/ippudo-ny-new-york,Ippudo NY,40.730961,-73.990287,4.0,5381,Japanese,Has photos,ippudony.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)","Mon-Sat 11 am - 3:30 pm
Mon-Thu 5 pm - 11:30 pm
Fri-Sat 5 pm - 12:30 am
Sun 11 am - 10:30 pm",Casual,Yes,Street,$$,Yes,No,No,None,No,No,Yes,No,No,Dinner,None,None,Full Bar,None,None,Loud,None,Trendy,No,No,Yes
http://www.yelp.com/biz/dbgb-new-york,DBGB,40.7243827,-73.9922737,3.5,959,Gastropubs,Has photos,dbgb.com,"['East Village', 'NoHo', 'Lower East Side']",Has menu,Reservable,None,None,None,None,Has Elites,"2 Ave. (F)
Bleecker St. (4, 6, 6X)
Broadway - Lafayette St. (B, D, F, M)","Mon-Fri 12 pm - 3 pm
Mon 5:30 pm - 11 pm
Tue-Thu 5:30 pm - 12 am
Fri 5:30 pm - 1 am
Sat-Sun 11 am - 3 pm
Sat 5 pm - 1 am
Sun 5 pm - 11 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Full Bar,None,None,Average,None,Trendy,No,No,Yes
http://www.yelp.com/biz/graffiti-food-and-wine-bar-new-york,Graffiti Food & Wine Bar,40.729037,-73.985633,4.0,363,"American (New), Wine Bars",Has photos,graffitinyc.com,['East Village'],Has menu,None,None,None,None,Unclaimed,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)","Tue, Sun 5:30 pm - 10:30 pm
Wed-Sat 5:30 pm - 11:30 pm",Casual,Yes,Street,$$$,No,No,Yes,None,No,No,Yes,No,No,Dinner,"Fri, Sat, Sun",No,Beer & Wine Only,No,No,Average,No,Intimate,No,Yes,No
http://www.yelp.com/biz/northern-spy-food-co-new-york,Northern Spy Food Co.,40.729008,-73.980558,4.0,556,American (Traditional),Has photos,northernspyfoodco.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)",Mon-Sun 10 am - 11 pm,Casual,Yes,Street,$$,No,No,Yes,None,Yes,Yes,Yes,No,No,"Brunch, Dinner",None,None,Beer & Wine Only,None,None,Average,None,Casual,No,No,Yes
http://www.yelp.com/biz/pukk-new-york,Pukk,40.7254049718,-73.9868688583,4.0,316,"Vegetarian, Thai",Has photos,pukknyc.com,['East Village'],Has menu,None,Delivery system,None,None,None,Has Elites,"2 Ave. (F)
Astor Pl (4, 6, 6X)
Bleecker St. (4, 6, 6X)","Mon-Thu, Sun 11:30 am - 11 pm
Fri-Sat 11:30 am - 12 am",Casual,Yes,Street,$$,No,No,Yes,Has deal,Yes,Yes,Yes,No,No,"Lunch, Dinner",None,None,Full Bar,None,None,Average,None,"Casual, Trendy",No,No,No
http://www.yelp.com/biz/han-dynasty-new-york,Han Dynasty,40.73209,-73.9880653,4.0,116,Szechuan,Has photos,handynasty.net,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"3 Ave. (L)
14 St. - Union Sq (4, 5, 6, 6X)
Astor Pl (4, 6, 6X)",None,Casual,Yes,Street,$$,Yes,Yes,No,None,Yes,Yes,Yes,No,No,Dinner,None,None,No,None,None,Average,None,Casual,No,No,None
http://www.yelp.com/biz/l-apicio-new-york,L'Apicio,40.7246396,-73.9922208,4.0,139,"Italian, Breakfast & Brunch, Wineries",Has photos,lapicio.com,"['East Village', 'NoHo']",Has menu,Reservable,None,None,None,None,Has Elites,"2 Ave. (F)
Bleecker St. (4, 6, 6X)
Broadway - Lafayette St. (B, D, F, M)","Mon-Wed, Sun 5:30 pm - 11 pm
Thu-Sat 5:30 pm - 12 am
Sat-Sun 11 am - 3 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,"Trendy, Classy",No,No,Yes
http://www.yelp.com/biz/westville-new-york-5,Westville,40.7284549,-73.982128,4.0,594,American (New),Has photos,westvillenyc.com,"['East Village', 'Alphabet City']",None,None,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",Mon-Sun 10 am - 11 pm,Casual,Yes,Street,$$,No,Yes,No,None,Yes,Yes,Yes,No,No,"Brunch, Lunch, Dinner",None,None,Beer & Wine Only,None,None,Average,None,Casual,No,Yes,Yes
http://www.yelp.com/biz/ngam-new-york,Ngam,40.732314,-73.987527,4.0,358,Thai,Has photos,ngamnyc.com,['East Village'],Has menu,Reservable,Delivery system,Has slides,Sponsors,None,Has Elites,"3 Ave. (L)
14 St. - Union Sq (4, 5, 6, 6X)
Union Sq - 14 St. (L)","Mon-Thu, Sun 12 pm - 11 pm
Fri-Sat 12 pm - 12 am",Casual,Yes,Street,$$,Yes,No,Yes,Has deal,Yes,Yes,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Casual, Trendy",No,No,Yes
http://www.yelp.com/biz/lil-frankies-new-york,Lil' Frankie's,40.723621,-73.988551,4.0,436,"Pizza, Italian",Has photos,lilfrankies.com,['East Village'],Has menu,None,Delivery system,None,None,Unclaimed,Has Elites,"2 Ave. (F)
Delancey St. (F)
Bleecker St. (4, 6, 6X)","Mon-Thu 12 pm - 2 am
Fri 12 pm - 4 am
Sat 10:30 am - 4 am
Sun 10:30 am - 2 am",Casual,No,Street,$$,Yes,No,Yes,Has deal,Yes,Yes,Yes,Yes,Free,Dinner,None,None,Full Bar,None,None,Average,None,Casual,No,Yes,Yes
http://www.yelp.com/biz/thai-terminal-new-york-2,Thai Terminal,40.7302668,-73.9839376,4.0,323,Thai,Has photos,thaiterminalny.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",None,Casual,Yes,Street,$$,No,No,Yes,None,Yes,Yes,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Casual,No,None,No
http://www.yelp.com/biz/sushi-dojo-new-york,Sushi Dojo,40.726626,-73.985669,4.5,42,Sushi Bars,Has photos,sushidojonyc.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"2 Ave. (F)
1 Ave. (L)
Astor Pl (4, 6, 6X)",None,Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Casual, Classy, Upscale",No,No,None
http://www.yelp.com/biz/hot-kitchen-new-york,Hot Kitchen,40.7273883,-73.9883074,4.0,205,Chinese,Has photos,hotkitchenny.com,['East Village'],Has menu,None,Delivery system,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
2 Ave. (F)
8 St. - Nyu (N, R)","Mon-Thu 11:30 am - 11 pm
Fri-Sat 11:30 am - 11:30 pm
Sun 11:30 am - 10 pm",Casual,Yes,Street,$$,Yes,Yes,Yes,Has deal,Yes,Yes,Yes,No,Free,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Casual,No,Yes,None
http://www.yelp.com/biz/the-mermaid-inn-new-york,The Mermaid Inn,40.7270076,-73.9885473,4.0,608,Seafood,Has photos,themermaidnyc.com,['East Village'],Has menu,Reservable,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
2 Ave. (F)
8 St. - Nyu (N, R)","Mon 5 pm - 10 pm
Tue-Fri 5 pm - 10:30 pm
Sat 4 pm - 10:30 pm
Sun 4 pm - 10 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,Casual,No,No,Yes
http://www.yelp.com/biz/buenos-aires-new-york,Buenos Aires,40.7252101,-73.9831069,4.0,194,Argentine,Has photos,buenosairesnyc.com,"['East Village', 'Alphabet City']",Has menu,None,Delivery system,Has slides,Sponsors,None,Has Elites,"2 Ave. (F)
1 Ave. (L)",Mon-Sun 12 pm - 12 am,Casual,Yes,Street,$$$,Yes,No,Yes,Has deal,Yes,Yes,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,Casual,Yes,Yes,No
http://www.yelp.com/biz/cagen-japan-restaurant-new-york-2,Cagen Japan Restaurant,40.7276266,-73.9837958,4.5,16,Japanese,Has photos,cagenrestaurant.com,"['East Village', 'Alphabet City']",Has menu,Reservable,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",Tue-Sun 5:30 pm - 11 pm,Casual,Yes,Street,$$$$,Yes,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Quiet,None,"Casual, Intimate, Classy",No,No,None
http://www.yelp.com/biz/fonda-new-york,Fonda,40.722852,-73.98286,4.0,190,Mexican,Has photos,fondarestaurant.com,"['East Village', 'Alphabet City']",Has menu,Reservable,None,None,None,None,Has Elites,"2 Ave. (F)
Essex St. (J, M, Z)
Delancey St. (F)","Mon 5 pm - 10 pm
Tue-Thu 5 pm - 11 pm
Fri-Sat 5 pm - 12 am
Sun 11 am - 10 pm",Casual,Yes,Street,$$,Yes,No,Yes,None,Yes,Yes,Yes,No,No,"Brunch, Dinner",None,None,Full Bar,None,None,Average,None,"Casual, Trendy",Yes,None,None
http://www.yelp.com/biz/spina-new-york,Spina,40.72746,-73.9791846,4.0,222,"Italian, Tapas/Small Plates",Has photos,spinarestaurant.com,"['East Village', 'Alphabet City']",Has menu,Reservable,None,None,None,None,Has Elites,1 Ave. (L),"Mon-Thu 5:30 pm - 10:30 pm
Fri-Sat 11 am - 12 am
Sun 5:30 pm - 10 pm",Casual,Yes,Street,$$,Yes,No,Yes,None,No,Yes,Yes,Yes,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Intimate, Romantic",No,None,Yes
http://www.yelp.com/biz/gyu-kaku-%E7%89%9B%E8%A7%92-new-york,Gyu-Kaku 牛角,40.7282979,-73.9912591,4.0,830,"Japanese, Barbeque, Korean",Has photos,gyu-kaku.com/ny/eastvillage.htm,"['East Village', 'NoHo']",Has menu,Reservable,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
Bleecker St. (4, 6, 6X)","Mon-Thu 11:30 am - 11 pm
Fri-Sat 11:30 am - 12 am
Sun 11:30 am - 10 pm",Casual,Yes,Street,$$$,Yes,Yes,Yes,None,No,Yes,Yes,No,No,Dinner,None,None,Full Bar,None,None,Average,None,"Casual, Trendy",No,No,Yes
http://www.yelp.com/biz/kyo-ya-new-york,Kyo Ya,40.726597,-73.985412,4.5,258,Japanese,Has photos,None,['East Village'],Has menu,None,None,None,None,Unclaimed,Has Elites,"2 Ave. (F)
1 Ave. (L)
Astor Pl (4, 6, 6X)","Mon-Sat 5:30 pm - 11:30 pm
Sun 5:30 pm - 10:30 pm",Casual,Yes,Street,$$$$,No,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Quiet,None,"Intimate, Classy",No,No,No
http://www.yelp.com/biz/dirt-candy-new-york,Dirt Candy,40.727388,-73.983547,4.0,355,Vegetarian,Has photos,dirtcandynyc.com,"['East Village', 'Alphabet City']",Has menu,Reservable,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
2 Ave. (F)","Tue-Wed 5:30 pm - 10 pm
Thu-Sat 5:30 pm - 10:30 pm",Casual,Yes,Street,$$$,No,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Intimate,No,No,No
http://www.yelp.com/biz/kotobuki-manhattan-new-york,Kotobuki Manhattan,40.7310800254,-73.9889448881,4.0,172,"Japanese, Sushi Bars, Seafood",Has photos,kotobukimanhattan.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
3 Ave. (L)
8 St. - Nyu (N, R)","Mon-Fri 12 pm - 2:30 pm
Mon-Thu 5:30 pm - 10 pm
Fri 5:30 pm - 11 pm
Sat 5 pm - 11 pm
Sun 5 pm - 9:30 pm",Casual,Yes,Street,$$,Yes,Yes,Yes,None,Yes,Yes,Yes,No,Free,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Casual,Yes,No,Yes
http://www.yelp.com/biz/hearth-new-york,Hearth,40.7299328,-73.9831557,4.0,325,"American (New), Italian, Breakfast & Brunch",Has photos,restauranthearth.com,['East Village'],Has menu,Reservable,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)","Mon-Thu, Sun 6 pm - 10 pm
Fri-Sat 6 pm - 11 pm
Sat-Sun 11 am - 2:30 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Full Bar,None,None,Average,None,Classy,No,No,Yes
http://www.yelp.com/biz/soba-ya-new-york,Soba-ya,40.7296294,-73.9878842,4.0,622,Japanese,Has photos,sobaya-nyc.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
3 Ave. (L)
8 St. - Nyu (N, R)","Mon-Sun 12 pm - 3:30 pm
Mon-Thu, Sun 5:30 pm - 10:30 pm
Fri-Sat 5:30 pm - 11 pm",Casual,Yes,Street,$$,Yes,Yes,No,None,No,No,Yes,No,No,"Lunch, Dinner",None,None,Beer & Wine Only,None,None,Average,None,Casual,No,No,No
http://www.yelp.com/biz/l-apicio-new-york,L'Apicio,40.7246396,-73.9922208,4.0,139,"Italian, Breakfast & Brunch, Wineries",Has photos,lapicio.com,"['East Village', 'NoHo']",Has menu,Reservable,None,None,None,None,Has Elites,"2 Ave. (F)
Bleecker St. (4, 6, 6X)
Broadway - Lafayette St. (B, D, F, M)","Mon-Wed, Sun 5:30 pm - 11 pm
Thu-Sat 5:30 pm - 12 am
Sat-Sun 11 am - 3 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,"Trendy, Classy",No,No,Yes
http://www.yelp.com/biz/exchange-alley-new-york,Exchange Alley,40.7275009,-73.983806,4.0,88,American (New),Has photos,exchangealleynyc.com,"['East Village', 'Alphabet City']",Has menu,Reservable,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)","Mon-Thu 6 pm - 11 pm
Wed-Sun 11 am - 3 pm
Fri-Sat 6 pm - 2 am
Sun 6 pm - 10 pm",Casual,Yes,Street,$$$,Yes,No,Yes,None,No,Yes,Yes,No,Free,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Casual, Intimate",No,None,None
http://www.yelp.com/biz/casimir-new-york,Casimir,40.7247732,-73.9812344,4.0,228,French,Has photos,casimirrestaurant.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
2 Ave. (F)","Mon-Thu 5:30 pm - 12 am
Fri 5:30 pm - 1 am
Sat 11 am - 1 am
Sun 11 am - 12 am",Casual,Yes,Street,$$,Yes,No,Yes,None,No,No,Yes,Yes,None,Dinner,None,None,Full Bar,None,None,Average,None,"Casual, Romantic",No,No,No
http://www.yelp.com/biz/the-smith-new-york,The Smith,40.7310675,-73.9886217,3.5,1037,American (New),Has photos,thesmithnyc.com,['East Village'],Has menu,Reservable,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
3 Ave. (L)
8 St. - Nyu (N, R)","Mon-Wed 8 am - 12 am
Thu-Fri 8 am - 1 am
Sat 10 am - 1 am
Sun 10 am - 12 am",Casual,Yes,Street,$$,Yes,No,Yes,None,Yes,Yes,Yes,No,No,"Brunch, Dinner",None,None,Full Bar,None,None,Loud,None,"Casual, Trendy",No,No,Yes
http://www.yelp.com/biz/taj-restaurant-new-york,Taj Restaurant,40.7270453396,-73.9879390597,3.0,85,Indian,Has photos,None,['East Village'],Has menu,None,Delivery system,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
2 Ave. (F)
8 St. - Nyu (N, R)","Mon-Thu, Sun 4 pm - 12 am
Fri-Sat 4 pm - 2 am",Casual,Yes,Street,$$,Yes,Yes,Yes,Has deal,Yes,Yes,Yes,Yes,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Casual, Intimate",No,Yes,No
http://www.yelp.com/biz/sushi-dojo-new-york,Sushi Dojo,40.726626,-73.985669,4.5,42,Sushi Bars,Has photos,sushidojonyc.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"2 Ave. (F)
1 Ave. (L)
Astor Pl (4, 6, 6X)",None,Casual,Yes,Street,$$$,Yes,No,Yes,None,No,No,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,"Casual, Classy, Upscale",No,No,None
http://www.yelp.com/biz/hot-kitchen-new-york,Hot Kitchen,40.7273883,-73.9883074,4.0,205,Chinese,Has photos,hotkitchenny.com,['East Village'],Has menu,None,Delivery system,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
2 Ave. (F)
8 St. - Nyu (N, R)","Mon-Thu 11:30 am - 11 pm
Fri-Sat 11:30 am - 11:30 pm
Sun 11:30 am - 10 pm",Casual,Yes,Street,$$,Yes,Yes,Yes,Has deal,Yes,Yes,Yes,No,Free,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Casual,No,Yes,None
http://www.yelp.com/biz/pata-negra-new-york,Pata Negra,40.7303207,-73.9839037,4.0,199,"Tapas Bars, Wine Bars, Spanish",Has photos,patanegratapas.com,['East Village'],Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)","Mon, Sun 5 pm - 11 pm
Tue-Wed 5 pm - 12 am
Thu-Sat 5 pm - 1 am",Casual,Yes,Street,$$,No,No,Yes,None,No,No,Yes,No,No,Dinner,"Tue, Wed, Thu",No,Beer & Wine Only,No,No,Average,No,"Intimate, Romantic",No,No,No
http://www.yelp.com/biz/buenos-aires-new-york,Buenos Aires,40.7252101,-73.9831069,4.0,194,Argentine,Has photos,buenosairesnyc.com,"['East Village', 'Alphabet City']",Has menu,None,Delivery system,Has slides,Sponsors,None,Has Elites,"2 Ave. (F)
1 Ave. (L)",Mon-Sun 12 pm - 12 am,Casual,Yes,Street,$$$,Yes,No,Yes,Has deal,Yes,Yes,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,Casual,Yes,Yes,No
http://www.yelp.com/biz/prime-and-beyond-new-york,Prime & Beyond,40.730786,-73.989747,4.0,122,"Steakhouses, Korean",Has photos,primeandbeyond.com,['East Village'],Has menu,Reservable,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)","Mon-Thu 5 pm - 11 pm
Fri-Sat 5 pm - 12 am
Sun 5 pm - 10 pm",Casual,Yes,Street,$$$,Yes,Yes,Yes,None,No,Yes,Yes,No,No,Dinner,None,None,Beer & Wine Only,None,None,Average,None,Trendy,No,No,None
